KO	KO_description
K08150	SLC2A13, ITR; MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein
K08152	lmrP; MFS transporter, DHA1 family, multidrug resistance protein B
K08161	mdtG; MFS transporter, DHA1 family, multidrug resistance protein
K08162	mdtH; MFS transporter, DHA1 family, multidrug resistance protein
K08166	mmr; MFS transporter, DHA2 family, methylenomycin A resistance protein
K08167	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein
K08168	tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter
K08169	yebQ; MFS transporter, DHA2 family, multidrug resistance protein
K08170	norB, norC; MFS transporter, DHA2 family, multidrug resistance protein
K08172	shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein
K08173	ydfJ; MFS transporter, MHS family, metabolite:H+ symporter
K08174	glcP; MFS transporter, FHS family, glucose/mannose:H+ symporter
K08176	PHO84; MFS transporter, PHS family, inorganic phosphate transporter
K08177	oxlT; MFS transporter, OFA family, oxalate/formate antiporter
K08178	JEN; MFS transporter, SHS family, lactate transporter
K08191	exuT; MFS transporter, ACS family, hexuronate transporter
K08194	dgoT; MFS transporter, ACS family, D-galactonate transporter
K08195	pcaK; MFS transporter, AAHS family, 4-hydroxybenzoate transporter
K08217	mef; MFS transporter, DHA3 family, macrolide efflux protein
K08218	ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
K08221	yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein
K08223	fsr; MFS transporter, FSR family, fosmidomycin resistance protein
K08224	ynfM; MFS transporter, YNFM family, putative membrane transport protein
K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
K08226	pucC; MFS transporter, BCD family, chlorophyll transporter
K08227	lplT; MFS transporter, LPLT family, lysophospholipid transporter
K08234	yaeR; glyoxylase I family protein
K08253	E2.7.10.2; non-specific protein-tyrosine kinase [EC:2.7.10.2]
K08256	pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]
K08257	E3.2.1.101; mannan endo-1,6-alpha-mannosidase [EC:3.2.1.101]
K08260	cbiZ; adenosylcobinamide hydrolase [EC:3.5.1.90]
K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]
K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
K08289	purT; phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]
K08295	abmG; 2-aminobenzoate-CoA ligase [EC:6.2.1.32]
K08296	sixA; phosphohistidine phosphatase [EC:3.1.3.-]
K08299	caiD; crotonobetainyl-CoA hydratase [EC:4.2.1.149]
K08300	rne; ribonuclease E [EC:3.1.26.12]
K08301	rng, cafA; ribonuclease G [EC:3.1.26.-]
K08303	K08303; putative protease [EC:3.4.-.-]
K08304	mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]
K08305	mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
K08307	mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
K08309	slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
K08310	nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]
K08311	nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]
K08316	rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
K08318	yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]
K08319	ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]
K08321	lsrF; 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]
K08323	rspA, manD; mannonate dehydratase [EC:4.2.1.8]
K08325	yqhD; NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]
K08332	VAC8; vacuolar protein 8
K08333	PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
K08343	ATG3; ubiquitin-like-conjugating enzyme ATG3
K08344	scsB; suppressor for copper-sensitivity B
K08351	bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]
K08352	phsA, psrA; thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]
K08355	aoxA; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1]
K08358	ttrB; tetrathionate reductase subunit B
K08363	merT; mercuric ion transport protein
K08364	merP; periplasmic mercuric ion binding protein
K08365	merR; MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K08368	yaaU; MFS transporter, putative metabolite transport protein
K08369	ydjE; MFS transporter, putative metabolite:H+ symporter
K08372	pepD; putative serine protease PepD [EC:3.4.21.-]
K08478	pgtC; phosphoglycerate transport regulatory protein PgtC
K08479	sasA; two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]
K08480	kaiA; circadian clock protein KaiA
K08481	kaiB; circadian clock protein KaiB
K08482	kaiC; circadian clock protein KaiC
K08483	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]
K08484	ptsP; phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]
K08576	CAPN7; calpain-7 [EC:3.4.22.-]
K08591	plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
K08602	pepF, pepB; oligoendopeptidase F [EC:3.4.24.-]
K08640	E3.4.17.14; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
K08641	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
K08642	lasA; LasA protease [EC:3.4.24.-]
K08646	MEP; peptidyl-Lys metalloendopeptidase [EC:3.4.24.20]
K08651	E3.4.21.66; thermitase [EC:3.4.21.66]
K08659	pepDA, pepDB; dipeptidase [EC:3.4.-.-]
K08676	tri; tricorn protease [EC:3.4.21.-]
K08677	K08677; kumamolisin
K08678	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]
K08679	GAE, cap1J; UDP-glucuronate 4-epimerase [EC:5.1.3.6]
K08680	menH; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]
K08681	pdxT, pdx2; pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
K08682	acpH; acyl carrier protein phosphodiesterase [EC:3.1.4.14]
K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
K08685	qhpA; quinohemoprotein amine dehydrogenase [EC:1.4.9.1]
K08688	E3.5.3.3; creatinase [EC:3.5.3.3]
K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
K08692	mtkB; malate-CoA ligase subunit alpha [EC:6.2.1.9]
K08696	ccmK; carbon dioxide concentrating mechanism protein CcmK
K08697	ccmL; carbon dioxide concentrating mechanism protein CcmL
K08698	ccmM; carbon dioxide concentrating mechanism protein CcmM
K08699	ccmN; carbon dioxide concentrating mechanism protein CcmN
K08700	ccmO; carbon dioxide concentrating mechanism protein CcmO
K08713	lctB; potassium channel LctB
K08714	VGSC; voltage-gated sodium channel
K08715	IRPC; inward rectifier potassium channel
K08717	utp; urea transporter
K08722	yfbR; 5'-deoxynucleotidase [EC:3.1.3.89]
K08726	EPHX2; soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]
K08738	CYC; cytochrome c
K08744	CRLS; cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K08762	DBI, ACBP; diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
K08764	SCP2, SCPX; sterol carrier protein 2 [EC:2.3.1.176]
K08851	TP53RK, PRPK, BUD32; TP53 regulating kinase and related kinases [EC:2.7.11.1]
K08866	TTK, MPS1; serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
K08869	ADCK, ABC1; aarF domain-containing kinase
K08884	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]
K08900	BCS1; mitochondrial chaperone BCS1
K08902	psb27; photosystem II Psb27 protein
K08903	psb28; photosystem II 13kDa protein
K08904	psb28-2; photosystem II Psb28-2 protein
K08906	petJ; cytochrome c6
K08926	pufA; light-harvesting complex 1 alpha chain
K08927	pufB; light-harvesting complex 1 beta chain
K08928	pufL; photosynthetic reaction center L subunit
K08929	pufM; photosynthetic reaction center M subunit
K08955	YME1; ATP-dependent metalloprotease [EC:3.4.24.-]
K08956	AFG3; AFG3 family protein [EC:3.4.24.-]
K08963	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
K08964	mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
K08965	mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]
K08966	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]
K08967	mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]
K08968	msrC; L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
K08970	rcnA; nickel/cobalt transporter (NicO) family protein
K08972	K08972; putative membrane protein
K08973	hemJ; protoporphyrinogen IX oxidase [EC:1.3.99.-]
K08974	K08974; putative membrane protein
K08975	K08975; putative membrane protein
K08976	K08976; putative membrane protein
K08977	cruF; bisanhydrobacterioruberin hydratase [EC:4.2.1.161]
K08978	TC.BAT1; bacterial/archaeal transporter family protein
K08979	K08979; putative membrane protein
K08980	K08980; putative membrane protein
K08981	K08981; putative membrane protein
K08982	K08982; putative membrane protein
K08983	K08983; putative membrane protein
K08984	yjdF; putative membrane protein
K08985	K08985; putative lipoprotein
K08986	ycgQ; putative membrane protein
K08987	K08987; putative membrane protein
K08988	K08988; putative membrane protein
K08989	K08989; putative membrane protein
K08990	ycjF; putative membrane protein
K08992	lapA; lipopolysaccharide assembly protein A
K08994	yneE, BEST; ion channel-forming bestrophin family protein
K08995	K08995; putative membrane protein
K08996	yagU; putative membrane protein
K08997	SELENOO, selO; serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]
K08998	K08998; uncharacterized protein
K08999	K08999; uncharacterized protein
K09000	cmr4; CRISPR-associated protein Cmr4
K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
K09002	csm3; CRISPR-associated protein Csm3
K09003	K09003; uncharacterized protein
K09004	K09004; uncharacterized protein
K09005	K09005; uncharacterized protein
K09007	folE2; GTP cyclohydrolase IB [EC:3.5.4.16]
K09008	NDUFAF3; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
K09009	K09009; uncharacterized protein
K09012	sufR; DeoR family transcriptional regulator, suf operon transcriptional repressor
K09013	sufC; Fe-S cluster assembly ATP-binding protein
K09014	sufB; Fe-S cluster assembly protein SufB
K09015	sufD; Fe-S cluster assembly protein SufD
K09016	rutG; putative pyrimidine permease RutG
K09017	rutR; TetR/AcrR family transcriptional regulator
K09018	rutA; pyrimidine oxygenase [EC:1.14.99.46]
K09019	rutE; 3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]
K09020	rutB; ureidoacrylate peracid hydrolase [EC:3.5.1.110]
K09021	rutC; aminoacrylate peracid reductase
K09022	ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
K09023	rutD; aminoacrylate hydrolase [EC:3.5.1.-]
K09024	rutF; flavin reductase [EC:1.5.1.-]
K09065	argF; N-acetylornithine carbamoyltransferase [EC:2.1.3.9]
K09117	K09117; uncharacterized protein
K09118	K09118; uncharacterized protein
K09119	cgi121; KEOPS complex subunit Cgi121
K09120	K09120; uncharacterized protein
K09121	larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
K09122	K09122; uncharacterized protein
K09123	lhpI; cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K09124	K09124; uncharacterized protein
K09125	yhhQ; queuosine precursor transporter
K09127	cmr3; CRISPR-associated protein Cmr3
K09128	K09128; uncharacterized protein
K09129	K09129; uncharacterized protein
K09131	K09131; uncharacterized protein
K09132	K09132; uncharacterized protein
K09136	ycaO; ribosomal protein S12 methylthiotransferase accessory factor
K09137	K09137; uncharacterized protein
K09138	K09138; uncharacterized protein
K09140	TSR3; pre-rRNA-processing protein TSR3
K09141	K09141; uncharacterized protein
K09142	SPOUT1; methyltransferase [EC:2.1.1.-]
K09143	K09143; uncharacterized protein
K09144	K09144; uncharacterized protein
K09145	K09145; uncharacterized protein
K09146	K09146; uncharacterized protein
K09147	K09147; uncharacterized protein
K09148	K09148; uncharacterized protein
K09149	K09149; uncharacterized protein
K09152	K09152; uncharacterized protein
K09153	K09153; small membrane protein
K09154	K09154; uncharacterized protein
K09157	K09157; uncharacterized protein
K09158	K09158; uncharacterized protein
K09159	cptB; antitoxin CptB
K09160	K09160; uncharacterized protein
K09161	K09161; uncharacterized protein
K09163	K09163; uncharacterized protein
K09164	K09164; uncharacterized protein
K09165	K09165; dodecin
K09166	K09166; uncharacterized protein
K09167	K09167; uncharacterized protein
K09181	yfiQ; acetyltransferase
K09190	K09190; uncharacterized protein
K09251	patA; putrescine aminotransferase [EC:2.6.1.82]
K09252	FAEB; feruloyl esterase [EC:3.1.1.73]
K09384	K09384; uncharacterized protein
K09386	K09386; uncharacterized protein
K09388	K09388; uncharacterized protein
K09456	aidB; putative acyl-CoA dehydrogenase
K09457	queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
K09458	fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K09459	E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]
K09461	E1.14.13.40; anthraniloyl-CoA monooxygenase [EC:1.14.13.40]
K09471	puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
K09474	phoN; acid phosphatase (class A) [EC:3.1.3.2]
K09478	ACADSB; short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12]
K09482	gatD; glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]
K09504	DNAJA3; DnaJ homolog subfamily A member 3
K09516	RETSAT; all-trans-retinol 13,14-reductase [EC:1.3.99.23]
K09539	DNAJC19; DnaJ homolog subfamily C member 19
K09568	FKBP1; FK506-binding protein 1 [EC:5.2.1.8]
K09607	ina; immune inhibitor A [EC:3.4.24.-]
K09650	PARL, PSARL, PCP1; rhomboid-like protein [EC:3.4.21.105]
K09667	OGT; protein O-GlcNAc transferase [EC:2.4.1.255]
K09680	PANK1_2_3, CAB1, coaW; type II pantothenate kinase [EC:2.7.1.33]
K09681	gltC; LysR family transcriptional regulator, transcription activator of glutamate synthase operon
K09684	pucR; PucR family transcriptional regulator, purine catabolism regulatory protein
K09688	kpsM; capsular polysaccharide transport system permease protein
K09689	kpsT; capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein
K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein
K09692	tagG; teichoic acid transport system permease protein
K09693	tagH; teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
K09694	nodJ; lipooligosaccharide transport system permease protein
K09695	nodI; lipooligosaccharide transport system ATP-binding protein
K09696	natB; sodium transport system permease protein
K09697	natA; sodium transport system ATP-binding protein [EC:7.2.2.4]
K09699	DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]
K09700	K09700; uncharacterized protein
K09701	K09701; uncharacterized protein
K09702	K09702; uncharacterized protein
K09703	K09703; uncharacterized protein
K09704	K09704; uncharacterized protein
K09705	K09705; uncharacterized protein
K09706	K09706; uncharacterized protein
K09707	K09707; uncharacterized protein
K09709	meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
K09710	ybeB; ribosome-associated protein
K09711	K09711; uncharacterized protein
K09712	K09712; uncharacterized protein
K09716	dtdA, GEK1; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K09721	K09721; uncharacterized protein
K09722	K09722, pps; 4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]
K09723	ginS; DNA replication factor GINS
K09726	K09726; uncharacterized protein
K09729	K09729; uncharacterized protein
K09733	mfnB; (5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153]
K09735	dpck; GTP-dependent dephospho-CoA kinase [EC:2.7.1.-]
K09736	K09736; uncharacterized protein
K09738	K09738; uncharacterized protein
K09740	K09740; uncharacterized protein
K09741	pcc1; KEOPS complex subunit Pcc1
K09744	K09744; uncharacterized protein
K09747	ebfC; nucleoid-associated protein EbfC
K09748	rimP; ribosome maturation factor RimP
K09749	K09749; uncharacterized protein
K09759	aspC, aspS; nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]
K09760	rmuC; DNA recombination protein RmuC
K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
K09762	K09762; uncharacterized protein
K09763	K09763; uncharacterized protein
K09764	K09764; uncharacterized protein
K09765	queH; epoxyqueuosine reductase [EC:1.17.99.6]
K09766	K09766; uncharacterized protein
K09767	yajQ; cyclic-di-GMP-binding protein
K09768	K09768; uncharacterized protein
K09769	K09769; uncharacterized protein
K09770	K09770; uncharacterized protein
K09771	TC.SMR3; small multidrug resistance family-3 protein
K09772	sepF; cell division inhibitor SepF
K09773	ppsR; [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]
K09774	lptA; lipopolysaccharide export system protein LptA
K09775	K09775; uncharacterized protein
K09776	K09776; uncharacterized protein
K09777	K09777; uncharacterized protein
K09778	lpxJ; Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]
K09779	K09779; uncharacterized protein
K09780	K09780; uncharacterized protein
K09781	K09781; uncharacterized protein
K09785	K09785; uncharacterized protein
K09786	K09786; uncharacterized protein
K09788	prpF; 2-methylaconitate isomerase [EC:5.3.3.-]
